movie_id,budget_x,revenue,genre,status,score
1,75000000,271616668,"Drama, Action", Released,73
2,460000000,2316794914,"Science Fiction, Adventure, Action", Released,78
3,100000000,724459031,"Animation, Adventure, Family, Fantasy, Comedy", Released,76
4,12300000,34200000,"Animation, Comedy, Family, Adventure, Fantasy", Released,70
5,77000000,340941958.6,Action, Released,61
6,35000000,80000000,"Thriller, Comedy, Crime", Released,66
7,100000000,351349364,"Action, Thriller, Crime", Released,80
8,90000000,483480577,"Animation, Family, Fantasy, Adventure, Comedy", Released,83
9,71000000,254946484.2,"Action, Science Fiction", Released,59
10,119200000,488962491,"Action, Drama, Horror, Science Fiction, Thriller", Released,58
11,100000,3200000,"Horror, Thriller", Released,58
12,12000000,428214478,Horror, Released,55
13,43800000,489543087.4,"Comedy, Mystery, Action", Released,65
14,250000000,854041058,"Action, Adventure, Science Fiction", Released,73
15,92000000,462216471.8,"Horror, Mystery", Released,72
16,77600000,562112551,"Drama, History", Released,62
17,20000000,54629497,"Thriller, Mystery, Horror, Fantasy", Released,64
18,54060000,492646395.4,"Horror, Thriller", Released,65
19,110400000,318117812.6,Thriller, Released,57
20,123500000,420430064.8,"War, Action, Adventure, Thriller", Released,65
21,82600000,473097256.6,"Animation, Adventure, Family, Fantasy", Released,73
22,25000000,51000000,"Action, Adventure, Thriller", Released,69
23,25000000,622313635,Drama, Released,74
24,145760000,321934831.2,"Animation, Fantasy, Horror, Action, Mystery", Released,64
25,125000000,132107025,"Action, Comedy, Fantasy", Released,69
26,54060000,492646395.4,"Horror, Thriller", Released,65
27,10000,17887093.8,"Action, Science Fiction, Thriller, Horror", Released,53
28,200000000,391261706,"Action, Adventure, Science Fiction, Fantasy", Released,71
29,68500000,280052393,Documentary, Released,58
30,12000000,167643991,"Science Fiction, Horror, Comedy", Released,74
31,200000000,466001332,"Science Fiction, Adventure, Action", Released,63
32,73800000,370426090.8,"Thriller, Action", Released,62
33,113000000,369995579.2,"Action, Comedy, Thriller", Released,62
34,2480000,1891519,"Drama, Horror", Released,55
35,146740000,301123555.2,Horror, Released,60
36,40000000,171539887,"Action, Thriller, Crime", Released,73
37,81800000,408307377.8,"Horror, Thriller", Released,63
38,116000000,378399280.8,"Action, Thriller", Released,54
39,16050000,4495365,"Action, Comedy, Romance", Released,63
40,55000000,326709727,"Action, Thriller, Crime", Released,74
41,113400000,778431865.2,"Animation, Action, Science Fiction", Released,63
42,3000000,16120263,"Thriller, Drama", Released,73
43,1000000,22790427.2,Action, Released,52
44,141340000,748525217.4,"Thriller, Action, Drama, Crime", Released,60
45,3000000,36752010,Drama, Released,81
46,27240305,37655699,"Horror, Thriller", Released,71
47,115000000,484414431,"Crime, Drama, Thriller", Released,62
48,25000000,13276499,"Family, Comedy, Fantasy", Released,68
49,97200000,425726914.4,"Animation, Family, Comedy", Released,52
50,15800000,503063688,"Animation, Action, Adventure, Fantasy, Thriller", Released,83
51,135000000,670271186.2,"Drama, Horror, Mystery", Released,58
52,122400000,344127931.8,"Thriller, Horror", Released,55
53,66240000,580188584,"Science Fiction, Action, Adventure", Released,63
54,50000000,108973274,"Comedy, Drama", Released,79
55,51880004,9263009,Comedy, Released,68
56,150000000,158598670,"Adventure, Fantasy, Comedy", Released,76
57,121400000,977795653.4,"Fantasy, Action, Adventure, Thriller", Released,68
58,90000000,405421518,"Action, Adventure, Family, Comedy", Released,76
59,10000000,17287898,"Drama, Crime", Released,78
60,95200000,416119951.4,"Animation, Family, Adventure, Comedy", Released,65
61,127000000,533207056.8,Music, Released,73
62,89600000,318375960.2,"Comedy, Drama, Romance", Released,60
63,170000000,1481369482,"Action, Drama", Released,83
64,147400000,445526734.8,"Drama, Thriller", Released,65
65,1000000,102414815.2,"War, Drama", Released,76
66,1261569,102023958,"Action, Crime, Drama, Thriller", Released,74
67,21680000,1228459,"Crime, Action", Released,57
68,35000000,167273149,"Horror, Mystery, Thriller", Released,73
69,237000000,2923706026,"Action, Adventure, Fantasy, Science Fiction", Released,76
70,72000000,318039059.2,"Crime, Drama, Thriller", Released,67
71,172000000,594334899,"Thriller, History, Drama", Released,78
72,45000000,56072012,"Thriller, Science Fiction, Action", Released,63
73,250000000,760928081,"Fantasy, Action, Comedy", Released,66
74,147200000,872776677.4,"Science Fiction, Thriller", Released,47
75,250000,12964783,Horror, Released,69
76,30000000,75958800,"Action, Thriller", Released,74
77,200000000,1910048245,"Action, Adventure, Science Fiction", Released,80
78,52000000,539054106.6,"Action, Comedy, Fantasy, Crime", Released,66
79,115000000,489779661,"Animation, Adventure, Fantasy, Comedy", Released,65
80,35000000,81567666.2,"Animation, Fantasy, Drama, Music", Released,82
81,113880000,604874932.2,"Animation, Adventure, Comedy, Family", Released,79
82,43602530.2,86562140,"Animation, Science Fiction, Action", Released,79
83,112000000,586323916.4,"Mystery, Thriller, Horror", Released,63
84,65000000,0,"Thriller, Action, Science Fiction", Released,78
85,117480000,457839055.6,"Action, Horror, Thriller", Released,61
86,23000000,4311284,"Action, Drama, History", Released,72
87,134400000,716009340.2,"Family, Animation", Released,73
88,42000000,20844907,"Action, Adventure, Comedy, Family, Science Fiction", Released,43
89,104580000,260353036.4,"Crime, Thriller, Drama", Released,64
90,165000000,1001978080,"Adventure, Action, Science Fiction", Released,69
91,51000000,455134472.8,"Animation, Family, Adventure", Released,68
92,85000000,363563907,"Action, Comedy, Fantasy", Released,70
93,100000000,246367071,Comedy, Released,65
94,20000000,326479707.4,"Drama, War, History", Released,78
95,20000000,76599607,"Action, Comedy, Crime, Thriller", Released,76
96,24000000,138874789,"Horror, Mystery, Thriller", Released,67
97,15000000,173046640,"Horror, Mystery, Thriller", Released,67
98,90000000,20000000,"War, History, Drama", Released,74
99,50000000,94374749,"Action, Drama, History", Released,78
100,132500000,469254456.2,"Horror, Thriller", Released,74
101,79800000,387664307.6,"Drama, Romance, Action", Released,67
102,134000000,308786595.8,"Science Fiction, Horror", Released,58
103,200000000,952224986,"Fantasy, Action, Adventure", Released,74
104,136400000,194565354,"Action, Mystery, Thriller", Released,53
105,300000000,2048359754,"Adventure, Action, Science Fiction", Released,83
106,17000000,216049734,"Horror, Mystery, Thriller", Released,68
107,100100000,947468745.8,Comedy, Released,47
108,134200000,772865923.6,"Action, Crime, Thriller", Released,56
109,135000000,69566884,"Animation, Family, Adventure, Science Fiction", Released,65
110,13500000,85433929,"Drama, History", Released,78
111,10000000,1051907,"Drama, History", Released,78
112,129000000,645532173.4,"Action, Animation, Fantasy", Released,80
113,110000000,271669045.6,Comedy, Released,63
114,80000000,939200081,"Animation, Comedy, Family", Released,75
115,50000000,213591522,Drama, Released,70
116,37000000,173567581,Drama, Released,74
117,36000000,59103794,"Thriller, Action, Horror, Adventure", Released,68
118,340000000,0,"Action, Crime, Thriller", Post Production,0
119,113000000,365992130.6,"Action, Crime, Thriller", Released,68
120,40000000,103913405,"Action, Crime, Thriller", Released,77
121,5000000,5954938,"Horror, Thriller, Mystery", Released,57
122,175000000,10964971,"Animation, Family, Comedy, Fantasy", Released,75
123,150000000,231120602,"Animation, Comedy, Family, Fantasy", Released,76
124,86800000,284184080,"Family, Fantasy", Released,59
125,45000000,52000000,"Comedy, Drama, Romance", Released,72
126,50000000,107644101,"Comedy, Family, Music", Released,75
127,15160689,23800,Drama, Released,62
128,40000000,169023926,"Drama, History, War", Released,82
129,6000000,7818479,"Drama, Horror, Thriller", Released,55
130,103600000,134150172.6,Horror, Released,57
131,21835777,195870885,"Animation, Action, Fantasy", Released,82
132,200000000,766326717,"Crime, Mystery, Thriller", Released,77
133,90000000,627851111.8,"Drama, Romance", Released,83
134,151600000,675230189,"Animation, Comedy, Fantasy", Released,60
135,180000000,745013115,"Adventure, Family, Fantasy", Released,71
136,1500000,123516163.2,Horror, Released,72
137,113000000,548624602.6,"Western, Horror, Mystery", Released,63
138,155140000,302915354,"Thriller, Drama", Released,65
139,73800000,346352260.6,Drama, Released,60
140,28519270.6,5000000,Drama, Released,79
141,142600000,524597714.8,"Comedy, Family, Fantasy", Released,70
142,147000000,721203091.4,"Animation, Adventure, Comedy, Fantasy", Released,79
143,85900000,238534963,"Action, Comedy, Thriller", Released,75
144,124400000,508761361.2,"Animation, Comedy, Family, Fantasy", Released,69
145,131000000,431341845.4,"Action, Drama, Fantasy, Thriller", Released,67
146,85000000,404655351,"Animation, Family", Released,80
147,106000000,591557010.2,"Horror, Thriller, Action, Adventure", Released,59
148,50000000,491812794,"Animation, Comedy, Fantasy, Adventure, Family", Released,77
149,77400000,431611098,Documentary, Released,64
150,133000000,407446362.4,"Drama, Thriller, Crime", Released,62
151,85645,244880855.2,Thriller, Released,66
152,6200000,58748957.6,"War, Action", Released,74
153,105800000,667037174.8,"Comedy, Romance", Released,77
154,116000000,557205138.2,"Animation, Comedy, Family, Fantasy, Adventure", Released,71
155,50000000,35800000,"Action, Thriller, Comedy", Released,67
156,143200000,514828593.6,"Science Fiction, Horror, Adventure, Action", Released,60
157,25000000,114900000,"Action, Adventure, Science Fiction", Released,79
158,40000000,13280000,"Comedy, Crime, Mystery", Released,71
159,80000000,522029092.4,"Thriller, Drama", Released,73
160,118200000,307351568.6,"Horror, Action", Released,59
161,27164600,38410729,"Animation, Action, Adventure, Science Fiction", Released,76
162,149000000,1109873157,"Comedy, Romance", Released,81
163,1704500,223147806.6,Horror, Released,68
164,98140000,494358731.6,"Animation, Family", Released,68
165,126800000,985255868.8,"Action, Thriller, Mystery, Crime, Horror", Released,60
166,89600000,367393887.6,"Animation, Action, Adventure, Comedy", Released,60
167,24000000,205809600.8,"Comedy, Mystery", Released,63
168,87600000,817860943.8,Horror, Released,43
169,110000000,63262638,"Drama, Comedy", Released,75
170,74000000,182921990,"Action, Adventure, Comedy", Released,66
171,9600000,5256839,"Action, Adventure, Comedy", Released,66
172,50000000,725034225.6,"Action, Crime, Thriller", Released,67
173,58100000,651717830,"Comedy, Action, Thriller", Released,61
174,2937023.8,17288993,"Animation, Comedy, Romance", Released,84
175,100000000,874954530,"Adventure, Fantasy", Released,77
176,119100000,763309047,"Action, Thriller, Crime", Released,69
177,54060000,492646395.4,"Horror, Thriller", Released,65
178,110000000,506863592,"Science Fiction, Action, Adventure", Released,69
179,125000000,976475550,"Adventure, Fantasy", Released,79
180,101600000,354385756.2,"Comedy, Drama", Released,66
181,120000000,400689914,"Action, Adventure", Released,70
182,90000000,203000000,"Animation, Action, Family, Comedy, Science Fiction", Released,74
183,150000000,59053195,Science Fiction, Released,64
184,75500000,509726081,Drama, Released,67
185,50610000,27833,"Action, Animation, Comedy, Fantasy, Horror, War", Released,64
186,150400000,327346026.2,"Action, Fantasy, TV Movie", Released,78
187,200000000,404560145,"Fantasy, Adventure, Family", Released,68
188,175000000,383541369,"Animation, Adventure, Comedy, Family", Released,69
189,2500000,249984799.4,"Thriller, Adventure", Released,66
190,98840000,339023160.4,"Action, Comedy, Crime", Released,71
191,165000000,648082655,"Adventure, Drama, Science Fiction", Released,84
192,139000000,405888913.2,"Horror, Thriller, Mystery", Released,59
193,119,77132590.4,"Romance, Drama", Released,83
194,79000000,798590398.8,"Animation, Comedy, Family", Released,61
195,117000000,521124690.4,"Thriller, Drama, Crime", Released,67
196,26523270.6,3129968,Drama, Released,78
197,60000000,126037057,"Animation, Family, Fantasy", Released,78
198,111400000,513441742.2,"Thriller, Crime, Action, Mystery", Released,69
199,150000000,886742787,"Adventure, Fantasy, Family", Released,78
200,2400000,380512,"Thriller, Drama, Horror", Released,66
201,51489867,9572765,"Horror, Thriller", Released,68
202,133200000,514445172.4,"Action, Adventure, Fantasy", Released,63
203,116600000,586907459,Comedy, Released,78
204,118000000,325759805.4,"Action, Adventure, Thriller", Released,66
205,179800000,600820848.4,"Drama, History", Released,83
206,250000000,929411069,"Adventure, Fantasy", Released,77
207,138000000,337725907.8,Animation, Released,61
208,147200000,1052163302,"Drama, Thriller", Released,49
209,88200000,367763875.4,"Thriller, Mystery", Released,66
210,97760000,384573450.8,"Horror, Mystery, Thriller", Released,63
211,39307171,37070177,Drama, Released,72
212,225000000,1515100211,"Science Fiction, Action, Adventure", Released,77
213,60000000,48585416,"Science Fiction, Action, Adventure", Released,77
214,138000000,405994737.6,"Romance, Comedy, Drama", Released,65
215,140000000,268314513,"Adventure, Drama, Action", Released,58
216,142000000,491960363.2,"War, Action", Released,66
217,205000000,178359863,"Adventure, Family, Fantasy, Romance", Post Production,0
218,200000000,726229501,"Action, Adventure, Crime, Thriller", Released,72
219,100000000,389816136,"Crime, Drama, Comedy", Released,80
220,146000000,469006626.2,"Comedy, Drama, History, Romance", Released,78
221,119200000,379074781.8,"Animation, Adventure, Comedy, Family, Fantasy", Released,76
222,26000000,45043870,"Drama, Thriller, War", Released,73
223,13000000,17856688,"Drama, Thriller, War", Released,73
224,130000000,789592708,"Adventure, Fantasy", Released,80
225,4600000,731767,"Thriller, Romance", Released,46
226,69000000,160000000,"Action, Drama", Released,78
227,28648000,18632208,"Drama, Comedy", Released,72
228,17000000,161440742,"Horror, Thriller", Released,78
229,57440000,689333138,"Family, Comedy, Animation, Adventure", Released,69
230,200000000,1240261.6,"Action, Adventure, Science Fiction", Post Production,0
231,400000000,2794731755,"Adventure, Science Fiction, Action", Released,83
232,264940000,175269998.8,"Animation, Action, Adventure, Science Fiction", Post Production,0
233,74400000,486333316,"Horror, Action, Comedy", Released,71
234,150000000,939619849,"Adventure, Fantasy, Mystery", Released,77
235,70000000,69633110,"Action, Adventure, Fantasy", Released,71
236,127600000,683545513.4,"Family, Drama", Released,70
237,132000000,352601141.6,"Family, Adventure, Music, Animation", Released,74
238,24220050,12467270,"Romance, Drama", Released,69
239,10000000,16222303,Thriller, Released,62
240,95000000,91669648,"Action, Drama, History", Released,79
241,15000000,73259017,"Action, Drama, History", Released,79
242,111600000,534358853.4,"Romance, Drama", Released,65
243,40000000,0,"Fantasy, Comedy, Family", Released,74
244,75000000,162759437,"Action, Science Fiction, Fantasy", Released,62
245,200000000,560155383,"Animation, Family, Adventure, Comedy", Released,61
246,260000000,583777242,"Animation, Family", Released,76
247,170000000,351483918,"Thriller, Crime", Released,57
248,40000000,570794950,"Drama, Romance, Thriller", Released,59
249,125000000,1341511219,"Fantasy, Adventure", Released,81
250,25000000,213120004,Drama, Released,82
251,115000000,560483719,"Animation, Comedy, Family", Released,78
252,143000000,508164908,"Animation, Comedy, Adventure, Family", Released,67
253,100000000,380428883,"Action, Crime, Science Fiction", Released,68
254,155000000,468043852,"Action, Fantasy, Science Fiction", Released,77
255,20000000,161597374.4,"Action, Crime, Thriller", Released,58
256,150000000,432224634,"Action, Adventure, Fantasy", Released,76
257,70000000,136635234.2,"Action, Adventure, Fantasy, Science Fiction", Released,82
258,200000000,218768299,"Animation, Action, Adventure, Family, Science Fiction", Released,71
259,102400000,502443287.6,Thriller, Released,71
260,178400000,324436308.4,"Romance, Comedy", Released,62
261,149400000,426175485.2,"Thriller, Crime", Released,76
262,8224023.8,102258981,"Animation, Drama, Adventure, Fantasy", Released,82
263,300000000,961000000,"Adventure, Fantasy, Action", Released,72
264,87200000,387787979,"Animation, Adventure, Family, Action, Comedy, Science Fiction", Released,57
265,137000000,750323829.8,Fantasy, Released,72
266,6320000,138450,"Horror, Mystery, Thriller", Released,60
267,70000000,935253978,"Animation, Family, Comedy, Fantasy, Adventure, Romance", Released,72
268,30000000,29116320,"Action, Comedy, Crime", Released,68
269,55000000,371985018,"Drama, Romance", Released,67
270,15541000,38139010,Comedy, Released,30
271,200000000,626203271,"War, History, Action, Drama", Released,69
272,90000000,375540831,"Action, Adventure, Animation, Science Fiction", Released,84
273,250000000,954305868,"Adventure, Fantasy", Released,78
274,116200000,572201947,"Crime, Drama, Thriller", Released,68
275,18052672,19200000,"Action, Drama, Mystery, Thriller", Released,77
276,107000000,297177664,"Thriller, Horror", Released,58
277,63400000,11300000,"Action, Thriller, Crime", Released,70
278,201000000,1569323844,Drama, Released,100
279,20000,211802400.4,"Horror, Thriller", Released,64
280,20000000,96860808,"Drama, Fantasy", Released,75
281,200000000,401731759,"Science Fiction, Action, Adventure", Released,70
282,109000000,590124290.8,"Animation, Science Fiction, Adventure", Released,57
283,15000000,84677678,"Drama, Comedy", Released,74
284,1000000,354836,"Horror, Thriller", Released,64
285,40000000,200266441,"Horror, Mystery, Thriller", Released,75
286,3500000,10308238,"Drama, Adventure, Romance, Action, History", Released,48
287,6400000,8902141,"Science Fiction, Thriller, Mystery", Released,54
288,55000000,83508259,"Action, Fantasy, Adventure", Released,71
289,20000000,122133227,"Action, Fantasy, Adventure", Released,71
290,140000000,655011224,"Adventure, Fantasy, Action", Released,78
291,64000000,78418101,"Family, Adventure, Comedy, Fantasy", Released,72
292,149000000,526557525.4,"Fantasy, Adventure, Action", Released,69
293,200000000,233503234,"Comedy, Crime", Released,81
294,185000000,167097737,"Action, Comedy, Adventure", Released,76
295,119000000,583004188.8,"Animation, Drama, Fantasy, Adventure", Released,76
296,70000000,250659286,"Animation, Action, Adventure, Crime, Comedy, Family", Released,77
297,7270000,1169603,"Thriller, Horror", Released,59
298,903852,19840000,"Action, Romance, Animation", Released,78
299,379000000,1045713802,"Adventure, Action, Fantasy", Released,65
300,97200000,463920468,"Horror, Mystery, Thriller", Released,61
301,96200000,412160901,"Romance, Comedy", Released,75
302,175000000,797660271,"Family, Animation, Fantasy, Music, Comedy, Adventure", Released,82
303,116200000,649271677.4,"Animation, Adventure, Family, Fantasy", Released,75
304,30000000,365270951,"Animation, Adventure, Family, Comedy", Released,80
305,82000000,146281732,"Animation, Comedy, Adventure, Family", Released,75
306,167540000,175269998.8,, Released,0
307,80000000,522029092.4,"Thriller, Drama", Released,73
308,143260000,865531384,"Drama, History", Released,82
309,120400000,614097908.4,"Fantasy, Action, Adventure", Released,68
310,200000000,2222985568,"Drama, Romance", Released,79
311,125000000,766575131,"Science Fiction, Adventure, Thriller", Released,68
312,24570496.6,5972942,"Horror, Mystery", Released,67
313,105000000,354205502.2,"Action, Science Fiction, Thriller", Released,52
314,35442225.8,195189,Horror, Released,64
315,174000000,474753914.4,"Horror, Thriller, Science Fiction", Released,54
316,115200000,220908446.2,"Action, Thriller, Horror", Released,65
317,122800000,377993107,"Action, Crime, Thriller", Released,65
318,110600000,660008190.4,Thriller, Released,66
319,105,94909,Thriller, Released,71
320,111600000,767228967.6,Documentary, Released,69
321,131400000,730150001.2,"Animation, Family, Comedy, Science Fiction", Released,71
322,22000000,70949793,Drama, Released,69
323,20011197,14037060,"Animation, Action, Fantasy, Science Fiction", Released,80
324,107200000,632203108.6,"Animation, Drama, Mystery, Fantasy", Released,72
325,25000000,41909091,"Horror, Science Fiction, Action", Released,61
326,13187504.6,7283918,"Animation, Comedy", Released,76
327,72000000,214883443.8,"Mystery, Thriller", Released,70
328,260000000,1647733638,"Family, Animation, Drama", Released,83
329,79300000,986193783,"Family, Animation, Drama", Released,83
330,365000000,1395316979,"Action, Adventure, Science Fiction", Released,73
331,20000000,208064908,"Drama, Romance", Released,79
332,200000000,49750471,"Animation, Comedy, Fantasy, Adventure", Released,79
333,200000000,1065659812,"Adventure, Fantasy, Action", Released,73
334,30000000,73040804,"Horror, Thriller, Comedy", Released,72
335,65000000,386116343,"Animation, Comedy, Family, Adventure", Released,73
336,139600000,350558192.6,"Animation, Drama, Adventure, Science Fiction", Released,61
337,40000000,211343479,"Animation, Family, Fantasy", Released,73
338,165000000,756244673,"Comedy, Adventure, Fantasy, Animation, Family", Released,63
339,75000000,203614138,"Fantasy, Comedy, Adventure", Released,75
340,85000000,319715683,"Action, Science Fiction, Comedy, Family", Released,74
341,189000000,1168749675,"Animation, Comedy, Romance", Released,86
342,5000000,61768190,"Action, Animation, Science Fiction", Released,68
343,97200000,641749489.4,"Comedy, Science Fiction, Adventure", Released,73
344,143000000,420598835.4,"Action, Adventure, Comedy, Science Fiction, Family", Released,68
345,105000000,270997378,"Romance, Family, Animation", Released,72
346,162100000,437846475.2,"Romance, Drama", Released,59
347,52900000,368167712.6,"Romance, Comedy", Released,68
348,146740000,301123555.2,Horror, Released,60
349,105000000,227896979.2,"Mystery, Fantasy, Thriller", Released,60
350,150000000,1002462578,"Animation, Adventure, Family, Comedy", Released,77
351,92600000,428471214.2,"Fantasy, Drama", Released,73
352,121600000,343621307.4,"Action, Crime", Released,63
353,110000000,331526598,"Comedy, Adventure, Science Fiction", Released,76
354,88200000,429165998.8,"Comedy, Fantasy, Romance", Released,74
355,18000000,73695194,"Animation, Comedy, Family", Released,71
356,170000000,621156389,"Adventure, Action, Science Fiction", Released,68
357,20000000,316849722,"Horror, Thriller", Released,75
358,200000000,760732926,"Action, Adventure, Comedy", Released,69
359,77300000,564483267.8,Comedy, Released,43
360,34000000,348319861,"Action, Mystery, Science Fiction, Thriller", Released,72
361,178000000,528252215.4,"Drama, Adventure, Family", Released,62
362,100000000,125928656,"Action, Adventure, Thriller, War, Mystery", Released,68
363,250000000,940323039,"Action, Adventure, Fantasy", Released,73
364,134400000,662530414,"Animation, TV Movie, Fantasy, Action", Released,82
365,7855689,11710110,"Drama, History", Released,63
366,101000000,893800197.2,"Animation, Adventure", Released,78
367,150000000,173638,"Action, Comedy, Crime, Thriller", Released,68
368,87000000,476680473.8,Horror, Released,63
369,131400000,730150001.2,"Animation, Family, Comedy, Science Fiction", Released,71
370,1000000,15113105,"Horror, Mystery, Thriller", Released,68
371,65000000,214790246,"Animation, Family, Adventure, Fantasy, Comedy", Released,75
372,24413000,39500000,"Animation, Action, Comedy", Released,76
373,180000000,850482778,"Action, Adventure, Fantasy, Science Fiction, Comedy", Released,76
374,175000000,178359863,Comedy, Post Production,0
375,130000000,352831065,"Drama, Adventure", Released,56
376,38211149.2,1094673,"Animation, Fantasy", Released,78
377,67654097.6,629573144.8,"Animation, Drama, Mystery, Fantasy", Released,68
378,93000000,394945972.8,"Mystery, Adventure, Comedy, Crime", Released,76
379,130000000,518858449,"Science Fiction, Action, Adventure", Released,71
380,24000000,138874789,"Crime, Horror, Mystery", Released,74
381,15000000,173046640,"Crime, Horror, Mystery", Released,74
382,150000000,1437862795,"Family, Animation, Adventure, Comedy, Fantasy", Released,73
383,160000000,807330936,"Fantasy, Adventure, Animation, Comedy, Family", Released,63
384,150000000,626549695,"Animation, Comedy, Family, Fantasy", Released,78
385,132800000,660707570.8,"Mystery, Thriller, Horror", Released,49
386,100000000,130423032,"Animation, Family, Fantasy, Action, Adventure", Released,79
387,35000000,374600744.4,"Family, Fantasy", Released,75
388,26000000,144327371,"Animation, Family, Adventure, Comedy", Released,75
389,58000000,781947691,"Action, Adventure, Comedy", Released,76
390,187500000,333771037,"Adventure, Animation, Family", Released,68
391,107700000,276937185.8,"Action, Thriller", Released,66
392,150000000,569719222.6,"Comedy, Fantasy, Family, Adventure", Released,66
393,5000000,26078500,"Drama, History", Released,75
394,110000000,263880341,"Action, Science Fiction, Drama", Released,70
395,190000000,159197755,"Science Fiction, Action, Adventure", Released,65
396,69400000,240033015.8,"Action, Thriller", Released,67
397,45000000,31681811,"Fantasy, Adventure, Family", Released,65
398,13200000,30360375,"Fantasy, Adventure, Family", Released,65
399,2289247,84300000,"Fantasy, Adventure, Family", Released,65
400,149860000,660957374.4,"Animation, Fantasy, Action, TV Movie", Released,79
401,200000000,19220000,"Action, Science Fiction, Adventure", Released,79
402,70000000,461630558,"Animation, Adventure, Comedy, Family", Released,69
403,130800000,249577615.2,Horror, Released,54
404,87000000,459237806,"Animation, Family, Fantasy", Released,68
405,105400000,286421986.2,"Romance, Comedy", Released,64
406,2937023.8,357986087,"Romance, Animation, Drama", Released,85
407,130000000,554987477,"Comedy, Fantasy, Animation, Romance, Adventure, Family", Released,65
408,8705000,150797338,"Animation, Adventure, Action, Fantasy", Released,75
409,250000000,1236703796,"Action, Crime, Thriller", Released,69
410,131700000,751965791.6,"Thriller, Mystery, Drama, Horror", Released,55
411,10237862.6,2667033,"Mystery, Thriller, Horror", Released,66
412,200000000,451178,"Action, Thriller", Released,70
413,102800000,545695337.6,Horror, Released,50
414,114200000,736329646.2,Drama, Released,77
415,250000000,1240261.6,"Science Fiction, Adventure, Comedy", Post Production,0
416,119400000,343644155,"Action, Drama", Released,71
417,7000000,270007394,"Drama, Crime", Released,87
418,200000000,69973540,"Animation, Family, Adventure", Released,79
419,90000000,303500000,"Animation, Family, Adventure", Released,79
420,124800000,605767026.8,"Horror, Fantasy, Thriller", Released,54
421,165000000,647263005,"Adventure, Family, Animation, Action, Comedy", Released,77
422,15600000,24733572,"Comedy, Drama", Released,72
423,35000000,15185241,"Drama, Adventure, Fantasy", Released,43
424,101000000,321357348.6,"Action, Crime, Thriller", Released,66
425,35580000,258973331.6,"Drama, History, TV Movie", Released,65
426,175000000,850566343,"Animation, Family, Adventure, Drama, Comedy", Released,79
427,110000000,759213943.8,"Drama, Comedy", Released,71
428,80000000,210315681,"War, Drama, Action", Released,75
429,124000000,690278154.2,"Animation, Comedy", Released,66
430,120000000,0,Drama, Released,80
431,3000000,78701381.8,"Action, Thriller", Released,76
432,8400000,27658331,"Fantasy, Adventure, Comedy", Released,69
433,14000000,21500000,"Romance, Drama", Released,71
434,160200000,348577844,"Action, Crime, Comedy, Adventure", Released,67
435,111940000,638332462.6,Drama, Released,52
436,150000000,143987946,"Family, Animation, Comedy, Science Fiction", Released,69
437,16000000,57512470,"Action, Crime, Thriller", Released,81
438,120000000,305330864.2,"Family, Adventure", Released,70
439,33111535.2,10000000,"Animation, Action, Fantasy", Released,72
440,35000,0,"Horror, Thriller", Released,66
441,84600000,178745725.6,"Horror, Thriller", Released,60
442,220000000,757890267,"Action, Adventure, Fantasy", Released,67
443,17000000,99010045,Horror, Released,65
444,201000000,1569323844,Comedy, Released,100
445,101400000,531683245.8,Horror, Released,69
446,109000000,673135995.2,"Science Fiction, Comedy, Drama", Released,68
447,24685792,42000000,"Romance, Drama", Released,72
448,167400000,997517367.8,Drama, Released,49
449,61000000,297400000,"Science Fiction, Thriller, Horror", Released,75
450,37000000,402278564,"Fantasy, Drama, Romance", Released,63
451,20000000,15055091,"Fantasy, Drama, Romance", Released,63
452,71460000,300356421.2,"Drama, Action, Science Fiction", Released,73
453,175000000,878271291,"Action, Adventure, Science Fiction, Drama", Released,74
454,24000000,236049757,"Fantasy, Animation, Adventure", Released,84
455,190000000,531861650,"Action, Drama, Horror, Science Fiction, Thriller", Released,68
456,150000000,475825484,"Adventure, Comedy, Family, Fantasy", Released,70
457,78000000,277412220,"Action, Comedy, Crime", Released,60
458,129000000,521533238,"Animation, Family, Adventure", Released,78
459,95200000,294248739.2,"Thriller, Horror", Released,65
460,1000000,14575148,"Horror, Mystery", Released,64
461,190000000,411002906,"Action, Science Fiction, Adventure", Released,69
462,21911000,29900850,"Animation, Action, Fantasy, Adventure", Released,82
463,14000000,57926850,"Romance, Drama", Released,72
464,650000,0,"Romance, Drama", Released,72
465,35000000,465487583,Comedy, Released,73
466,116000000,203098455.6,"Adventure, Science Fiction", Released,71
467,85000000,575808566,"Adventure, Mystery, Comedy, Animation, Family", Released,73
468,114200000,241031716.6,Comedy, Released,60
469,165000000,250351474.6,"Action, Thriller", Released,58
470,100000000,169630573,"Adventure, Animation, Comedy, Family, Fantasy", Released,75
471,89000000,518519804.4,"Fantasy, Action", Released,69
472,260000000,1647733638,"Adventure, Drama, Family", Released,71
473,79300000,986193783,"Adventure, Drama, Family", Released,71
474,200000000,210469803,"Action, Adventure, Fantasy", Released,75
475,22000000,363391647,"Horror, Mystery, Thriller", Released,59
476,20000000,3146707.8,"Comedy, Action", Released,50
477,70520000,457654821.6,"Action, Thriller", Released,59
478,105740523.8,345465556.8,Romance, Released,70
479,15000000,92108518,"Comedy, Family", Released,71
480,98600000,688313467.6,"Action, Crime, Thriller", Released,64
